,1,2,4,8,16,32
0,2.07204,1.43356,1.11586,1.09861,1.2501,1.77688
1,1.96172,1.12124,0.740921,0.604659,0.630907,0.829858
2,2.32352,1.36202,0.844787,0.614721,0.473817,0.527803
3,2.36,1.32126,0.81869,0.605839,0.501445,0.50597
