,butterfly_shared0,butterfly_shared1,butterfly_shared2,butterfly_shared4,butterfly_shared8
0,1.74542,1.71473,1.69512,1.69293,1.73109
1,0.874212,0.836225,0.824502,0.820959,0.826734
2,0.575605,0.515968,0.503819,0.488446,0.469124
3,0.583054,0.554376,0.545904,0.526101,0.506777
