,1,2,4,8,16,32
0,1.81919,3.36095,6.56976,13.605,29.5601,70.3028
1,1.02082,1.07916,2.12666,4.28262,9.36858,22.7916
2,1.04846,0.60785,0.422975,0.519145,1.05218,2.29707
3,1.00589,0.608617,0.433721,0.424561,0.842173,1.75086
