,1,2,4,8,16,32
0,2.31423,2.13814,2.27327,3.44078,6.1187,11.6237
1,1.02715,0.756429,0.654064,0.710064,1.4646,3.14212
2,0.866092,0.567804,0.434163,0.40138,0.428564,0.641301
3,0.910249,0.512802,0.365449,0.313551,0.373579,0.346943
