trackers,5610798785611043,25.8971,16.7739
dblp-author,31673959,0.38306,0.310689
dblp-author,31673959,0.38588,0.318218
dblp-author,31673959,0.381775,0.314158
dblp-author,31673959,0.432884,0.365064
dblp-author,31673959,0.382875,0.31525
twitter,206508691,0.0538391,0.0365082
dblp-author,31673959,0.388361,0.319543
twitter,206508691,0.0526225,0.0361588
orkut,22131701213295,19.6015,17.2545
orkut,22131701213295,18.9488,16.6846
orkut,22131701213295,19.2407,16.7798
orkut,22131701213295,19.1323,16.7772
orkut,22131701213295,19.2017,16.9603
orkut,22131701213295,18.839,16.5917
orkut,22131701213295,19.0862,16.8309
orkut,22131701213295,19.1766,16.9109
orkut,22131701213295,19.0646,16.7993
orkut,22131701213295,19.1424,16.8691
orkut,22131701213295,19.282,16.96
orkut,22131701213295,19.4444,16.9625
orkut,22131701213295,19.518,17.1658
orkut,22131701213295,19.042,16.7601
orkut,22131701213295,18.8538,16.6028
orkut,22131701213295,19.4074,16.9587
orkut,22131701213295,19.4538,17.0667
orkut,22131701213295,190.798,188.34
orkut,22131701213295,109.564,107.211
orkut,22131701213295,57.2884,55.0217
orkut,22131701213295,31.4193,29.1484
orkut,22131701213295,19.017,16.7337
orkut,22131701213295,20.3557,18.0657
orkut,22131701213295,21.5504,19.2818
orkut,22131701213295,22.6038,20.3535
orkut,22131701213295,24.9634,22.6912
orkut,22131701213295,28.3134,26.0569
orkut,22131701213295,220.512,218.233
orkut,22131701213295,110.002,107.694
orkut,22131701213295,57.4072,55.1647
orkut,22131701213295,31.0016,28.7132
orkut,22131701213295,19.2799,17.0376
orkut,22131701213295,20.087,17.8209
orkut,22131701213295,21.4649,19.1941
orkut,22131701213295,22.6614,20.3751
orkut,22131701213295,217.693,215.461
orkut,22131701213295,108.094,105.806
orkut,22131701213295,57.2703,55.0179
orkut,22131701213295,31.5346,29.2759
orkut,22131701213295,18.9561,16.7028
orkut,22131701213295,15.7264,13.4522
orkut,22131701213295,15.5989,13.3056
orkut,22131701213295,14.9252,12.6636
orkut,22131701213295,15.7983,13.5389
orkut,22131701213295,19.0574,16.8087
orkut,22131701213295,32.3044,29.9135
